Column,gi,N_Accesion,Title,Gene,Serotype,Genotype,Size_sequence,Country,Localization,Year,Month,Comments
7569,298388336,HM181964,Dengue_virus_1_isolate_DENV_1_VN_BID_V3895_2008_complete_genome,Complete_Genome,DENV_1,NA,10451,Viet Nam,South Viet Nam,2008,NA,Viet_Nam_South_plasma_2008_cohort_population_MD
7570,298388334,HM181963,Dengue_virus_1_isolate_DENV_1_VN_BID_V3894_2008_complete_genome,Complete_Genome,DENV_1,NA,10449,Viet Nam,South Viet Nam,2008,NA,Viet_Nam_South_plasma_2008_cohort_population_MD
7571,298388332,HM181962,Dengue_virus_1_isolate_DENV_1_VN_BID_V3893_2008_complete_genome,Complete_Genome,DENV_1,NA,10467,Viet Nam,South Viet Nam,2008,NA,Viet_Nam_South_plasma_2008_cohort_population_MD
7572,298388330,HM181961,Dengue_virus_1_isolate_DENV_1_VN_BID_V3892_2008_complete_genome,Complete_Genome,DENV_1,NA,10402,Viet Nam,South Viet Nam,2008,NA,Viet_Nam_South_plasma_2008_cohort_population_MD
7573,298388328,HM181960,Dengue_virus_1_isolate_DENV_1_VN_BID_V3891_2008_complete_genome,Complete_Genome,DENV_1,NA,10467,Viet Nam,South Viet Nam,2008,NA,Viet_Nam_South_plasma_2008_cohort_population_MD
7574,298388326,HM181959,Dengue_virus_1_isolate_DENV_1_KH_BID_V4262_2007_complete_genome,Complete_Genome,DENV_1,NA,10676,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7575,298388324,HM181958,Dengue_virus_1_isolate_DENV_1_KH_BID_V4261_2007_complete_genome,Complete_Genome,DENV_1,NA,10678,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7576,298388322,HM181957,Dengue_virus_1_isolate_DENV_1_KH_BID_V4260_2007_complete_genome,Complete_Genome,DENV_1,NA,10675,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7577,298388320,HM181956,Dengue_virus_1_isolate_DENV_1_KH_BID_V4259_2007_complete_genome,Complete_Genome,DENV_1,NA,10676,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7578,298388318,HM181955,Dengue_virus_1_isolate_DENV_1_KH_BID_V4258_2007_complete_genome,Complete_Genome,DENV_1,NA,10468,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7579,298388316,HM181954,Dengue_virus_1_isolate_DENV_1_KH_BID_V4257_2007_complete_genome,Complete_Genome,DENV_1,NA,10679,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7580,298388314,HM181953,Dengue_virus_1_isolate_DENV_1_KH_BID_V4254_2007_complete_genome,Complete_Genome,DENV_1,NA,10472,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7581,298388312,HM181952,Dengue_virus_1_isolate_DENV_1_KH_BID_V4253_2007_complete_genome,Complete_Genome,DENV_1,NA,10684,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7582,298388310,HM181951,Dengue_virus_1_isolate_DENV_1_KH_BID_V4252_2007_complete_genome,Complete_Genome,DENV_1,NA,10468,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7583,298388308,HM181950,Dengue_virus_1_isolate_DENV_1_KH_BID_V4251_2007_complete_genome,Complete_Genome,DENV_1,NA,10460,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7584,298388306,HM181949,Dengue_virus_1_isolate_DENV_1_KH_BID_V4250_2007_complete_genome,Complete_Genome,DENV_1,NA,10683,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7585,298388304,HM181948,Dengue_virus_1_isolate_DENV_1_KH_BID_V4249_2007_complete_genome,Complete_Genome,DENV_1,NA,10670,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7586,298388302,HM181947,Dengue_virus_1_isolate_DENV_1_KH_BID_V4247_2007_complete_genome,Complete_Genome,DENV_1,NA,10473,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7587,298388300,HM181946,Dengue_virus_1_isolate_DENV_1_KH_BID_V4246_2007_complete_genome,Complete_Genome,DENV_1,NA,10524,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7588,298388298,HM181945,Dengue_virus_1_isolate_DENV_1_KH_BID_V4245_2007_complete_genome,Complete_Genome,DENV_1,NA,10685,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7589,298388296,HM181944,Dengue_virus_1_isolate_DENV_1_KH_BID_V4244_2007_complete_genome,Complete_Genome,DENV_1,NA,10482,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7590,298388294,HM181943,Dengue_virus_1_isolate_DENV_1_KH_BID_V4241_2007_complete_genome,Complete_Genome,DENV_1,NA,10672,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7591,298388292,HM181942,Dengue_virus_1_isolate_DENV_1_KH_BID_V4240_2006_complete_genome,Complete_Genome,DENV_1,NA,10482,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7592,298388290,HM181941,Dengue_virus_1_isolate_DENV_1_KH_BID_V4239_2006_complete_genome,Complete_Genome,DENV_1,NA,10663,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7593,298388288,HM181940,Dengue_virus_1_isolate_DENV_1_KH_BID_V4238_2006_complete_genome,Complete_Genome,DENV_1,NA,10473,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7594,298388286,HM181939,Dengue_virus_1_isolate_DENV_1_KH_BID_V4237_2006_complete_genome,Complete_Genome,DENV_1,NA,10690,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7595,298388284,HM181938,Dengue_virus_1_isolate_DENV_1_KH_BID_V4236_2006_complete_genome,Complete_Genome,DENV_1,NA,10486,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7596,298388282,HM181937,Dengue_virus_1_isolate_DENV_1_KH_BID_V4235_2006_complete_genome,Complete_Genome,DENV_1,NA,10468,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7597,298388280,HM181936,Dengue_virus_1_isolate_DENV_1_KH_BID_V4234_2006_complete_genome,Complete_Genome,DENV_1,NA,10468,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7598,298388278,HM181935,Dengue_virus_3_isolate_DENV_3_KH_BID_V3829_2007_complete_genome,Complete_Genome,DENV_3,NA,10525,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_ICMMAPL
7599,298388276,HM181934,Dengue_virus_3_isolate_DENV_3_KH_BID_V3823_2006_complete_genome,Complete_Genome,DENV_3,NA,10525,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_DENFRAME
7600,298388274,HM181933,Dengue_virus_3_isolate_DENV_3_KH_BID_V3816_2006_complete_genome,Complete_Genome,DENV_3,NA,10525,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_DENFRAME
7601,281324878,GU131984,Dengue_virus_1_isolate_DENV_1_MX_BID_V3761_2008_complete_genome,Complete_Genome,DENV_1,NA,10677,Mexico,Yucatan,2008,NA,Mexico_Yucatan_cell_supernatant_2008_passage_history_C6_36_2_cohort_population_YU_MEX
7602,281324876,GU131983,Dengue_virus_1_isolate_DENV_1_MX_BID_V3748_2008_complete_genome,Complete_Genome,DENV_1,NA,10690,Mexico,Yucatan,2008,NA,Mexico_Yucatan_cell_supernatant_2008_passage_history_C6_36_1_cohort_population_YU_MEX
7603,281324874,GU131982,Dengue_virus_1_isolate_DENV_1_MX_BID_V3745_2008_complete_genome,Complete_Genome,DENV_1,NA,10687,Mexico,NA,2008,NA,Mexico_cell_supernatant_2008_passage_history_C6_36_1_cohort_population_YU_MEX
7604,281324872,GU131981,Dengue_virus_1_isolate_DENV_1_MX_BID_V3742_2007_complete_genome,Complete_Genome,DENV_1,NA,10649,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7605,281324870,GU131980,Dengue_virus_1_isolate_DENV_1_MX_BID_V3741_2007_complete_genome,Complete_Genome,DENV_1,NA,10608,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7606,281324868,GU131979,Dengue_virus_1_isolate_DENV_1_MX_BID_V3737_2007_complete_genome,Complete_Genome,DENV_1,NA,10661,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7607,281324866,GU131978,Dengue_virus_1_isolate_DENV_1_MX_BID_V3732_2007_complete_genome,Complete_Genome,DENV_1,NA,10656,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7608,281324864,GU131977,Dengue_virus_1_isolate_DENV_1_MX_BID_V3729_2007_complete_genome,Complete_Genome,DENV_1,NA,10658,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7609,281324862,GU131976,Dengue_virus_1_isolate_DENV_1_MX_BID_V3722_2007_complete_genome,Complete_Genome,DENV_1,NA,10487,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7610,281324860,GU131975,Dengue_virus_2_isolate_DENV_2_MX_BID_V3717_2007_complete_genome,Complete_Genome,DENV_2,NA,10668,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7611,281324858,GU131974,Dengue_virus_2_isolate_DENV_2_MX_BID_V3715_2007_complete_genome,Complete_Genome,DENV_2,NA,10667,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7612,281324856,GU131973,Dengue_virus_1_isolate_DENV_1_MX_BID_V3712_2007_complete_genome,Complete_Genome,DENV_1,NA,10560,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7613,281324854,GU131972,Dengue_virus_1_isolate_DENV_1_MX_BID_V3711_2007_complete_genome,Complete_Genome,DENV_1,NA,10652,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7614,281324852,GU131971,Dengue_virus_1_isolate_DENV_1_MX_BID_V3707_2007_complete_genome,Complete_Genome,DENV_1,NA,10659,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7615,281324850,GU131970,Dengue_virus_1_isolate_DENV_1_MX_BID_V3703_2007_complete_genome,Complete_Genome,DENV_1,NA,10675,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7616,281324848,GU131969,Dengue_virus_1_isolate_DENV_1_MX_BID_V3693_2007_complete_genome,Complete_Genome,DENV_1,NA,10676,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7617,281324846,GU131968,Dengue_virus_1_isolate_DENV_1_MX_BID_V3690_2007_complete_genome,Complete_Genome,DENV_1,NA,10487,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7618,281324844,GU131967,Dengue_virus_1_isolate_DENV_1_MX_BID_V3688_2007_complete_genome,Complete_Genome,DENV_1,NA,10595,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7619,281324842,GU131966,Dengue_virus_1_isolate_DENV_1_MX_BID_V3679_2007_complete_genome,Complete_Genome,DENV_1,NA,10650,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7620,281324840,GU131965,Dengue_virus_1_isolate_DENV_1_MX_BID_V3677_2007_complete_genome,Complete_Genome,DENV_1,NA,10665,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7621,281324838,GU131964,Dengue_virus_1_isolate_DENV_1_MX_BID_V3673_2007_complete_genome,Complete_Genome,DENV_1,NA,10690,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7622,281324836,GU131963,Dengue_virus_1_isolate_DENV_1_MX_BID_V3671_2007_complete_genome,Complete_Genome,DENV_1,NA,10486,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7623,281324834,GU131962,Dengue_virus_1_isolate_DENV_1_MX_BID_V3669_2007_complete_genome,Complete_Genome,DENV_1,NA,10681,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7624,281324832,GU131961,Dengue_virus_1_isolate_DENV_1_MX_BID_V3668_2007_complete_genome,Complete_Genome,DENV_1,NA,10688,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_2_cohort_population_YU_MEX
7625,281324830,GU131960,Dengue_virus_1_isolate_DENV_1_MX_BID_V3667_2007_complete_genome,Complete_Genome,DENV_1,NA,10684,Mexico,Yucatan,2007,NA,Mexico_Yucatan_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_YU_MEX
7626,281324828,GU131959,Dengue_virus_2_isolate_DENV_2_MX_BID_V3661_2006_complete_genome,Complete_Genome,DENV_2,NA,10628,Mexico,Yucatan,2006,NA,Mexico_Yucatan_cell_supernatant_2006_passage_history_C6_36_1_cohort_population_YU_MEX
7627,281324826,GU131958,Dengue_virus_1_isolate_DENV_1_MX_BID_V3658_2006_complete_genome,Complete_Genome,DENV_1,NA,10656,Mexico,Yucatan,2006,NA,Mexico_Yucatan_cell_supernatant_2006_passage_history_C6_36_1_cohort_population_YU_MEX
7628,281324824,GU131957,Dengue_virus_1_isolate_DENV_1_MX_BID_V3657_2006_complete_genome,Complete_Genome,DENV_1,NA,10677,Mexico,Yucatan,2006,NA,Mexico_Yucatan_cell_supernatant_2006_passage_history_C6_36_3_cohort_population_YU_MEX
7629,281324822,GU131956,Dengue_virus_1_isolate_DENV_1_MX_BID_V3656_2006_complete_genome,Complete_Genome,DENV_1,NA,10690,Mexico,Yucatan,2006,NA,Mexico_Yucatan_cell_supernatant_2006_passage_history_C6_36_1_cohort_population_YU_MEX
7630,281324820,GU131954,Dengue_virus_3_isolate_DENV_3_CO_BID_V3404_2006_complete_genome,Complete_Genome,DENV_3,NA,10525,Colombia,Norte de Santander,2006,NA,Colombia_Norte_de_Santander_cell_supernatant_2006_passage_history_C6_36_1_cohort_population_SAN_CO
7631,281324818,GU131953,Dengue_virus_3_isolate_DENV_3_CO_BID_V3401_2004_complete_genome,Complete_Genome,DENV_3,NA,10588,Colombia,Santander,2004,NA,Colombia_Santander_cell_supernatant_2004_passage_history_C6_36_3_cohort_population_SAN_CO
7632,281324816,GU131952,Dengue_virus_3_isolate_DENV_3_CO_BID_V3399_2003_complete_genome,Complete_Genome,DENV_3,NA,10638,Colombia,Santander,2003,NA,Colombia_Santander_cell_supernatant_2003_passage_history_C6_36_1_cohort_population_SAN_CO
7633,281324814,GU131951,Dengue_virus_3_isolate_DENV_3_CO_BID_V3394_2003_complete_genome,Complete_Genome,DENV_3,NA,10638,Colombia,Santander,2003,NA,Colombia_Santander_cell_supernatant_2003_passage_history_C6_36_3_cohort_population_SAN_CO
7634,281324812,GU131950,Dengue_virus_3_isolate_DENV_3_CO_BID_V3392_2001_complete_genome,Complete_Genome,DENV_3,NA,10616,Colombia,Santander,2001,NA,Colombia_Santander_cell_supernatant_2001_passage_history_C6_36_1_cohort_population_SAN_CO
7635,281324810,GU131949,Dengue_virus_1_isolate_DENV_1_CO_BID_V3383_2006_complete_genome,Complete_Genome,DENV_1,NA,10486,Colombia,Norte de Santander,2006,NA,Colombia_Norte_de_Santander_cell_supernatant_2006_passage_history_C6_36_1_cohort_population_SAN_CO
7636,281324808,GU131948,Dengue_virus_1_isolate_DENV_1_CO_BID_V3379_2001_complete_genome,Complete_Genome,DENV_1,NA,10627,Colombia,Santander,2001,NA,Colombia_Santander_cell_supernatant_2001_passage_history_C6_36_1_cohort_population_SAN_CO
7637,281324806,GU131947,Dengue_virus_2_isolate_DENV_2_CO_BID_V3374_2007_complete_genome,Complete_Genome,DENV_2,NA,10623,Colombia,Santander,2007,NA,Colombia_Santander_cell_supernatant_2007_passage_history_C6_36_1_cohort_population_SAN_CO
7638,263615314,GU131955,Dengue_virus_2_isolate_DENV_2_MX_BID_V3768_2004_complete_genome,Complete_Genome,DENV_2,NA,10523,Mexico,Quintana Roo,2004,NA,Mexico_Quintana_Roo_serum_2004_cohort_population_MEX
7639,263615287,GU131946,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4314_2008_complete_genome,Complete_Genome,DENV_3,NA,10631,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7640,263615266,GU131945,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4308_2007_complete_genome,Complete_Genome,DENV_3,NA,10507,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7641,263615239,GU131944,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4306_2007_complete_genome,Complete_Genome,DENV_3,NA,10656,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7642,263615217,GU131943,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4302_2007_complete_genome,Complete_Genome,DENV_3,NA,10649,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7643,263615188,GU131942,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4300_2007_complete_genome,Complete_Genome,DENV_3,NA,10633,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7644,263615159,GU131941,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4298_2007_complete_genome,Complete_Genome,DENV_3,NA,10638,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7645,263615130,GU131940,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4297_2007_complete_genome,Complete_Genome,DENV_3,NA,10632,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7646,263615109,GU131939,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4294_2007_complete_genome,Complete_Genome,DENV_3,NA,10644,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7647,263615087,GU131938,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4290_2007_complete_genome,Complete_Genome,DENV_3,NA,10647,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7648,263615067,GU131937,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4286_2007_complete_genome,Complete_Genome,DENV_3,NA,10657,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7649,263615043,GU131936,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4284_2007_complete_genome,Complete_Genome,DENV_3,NA,10660,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7650,263615024,GU131935,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4283_2007_complete_genome,Complete_Genome,DENV_3,NA,10637,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7651,263615002,GU131934,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4282_2007_complete_genome,Complete_Genome,DENV_3,NA,10659,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7652,263614979,GU131933,Dengue_virus_3_isolate_DENV_3_IPC_BID_V4280_2006_complete_genome,Complete_Genome,DENV_3,NA,10487,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7653,263614951,GU131932,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4277_2008_complete_genome,Complete_Genome,DENV_2,NA,10531,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7654,263614921,GU131931,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4271_2008_complete_genome,Complete_Genome,DENV_2,NA,10531,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7655,263614887,GU131930,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4270_2008_complete_genome,Complete_Genome,DENV_2,NA,10532,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7656,263614860,GU131929,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4268_2008_complete_genome,Complete_Genome,DENV_2,NA,10603,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7657,263614830,GU131928,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4266_2008_complete_genome,Complete_Genome,DENV_2,NA,10494,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7658,263614802,GU131927,Dengue_virus_2_isolate_DENV_2_IPC_BID_V4265_2007_complete_genome,Complete_Genome,DENV_2,NA,10531,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_PDVI_IPC
7659,263614768,GU131926,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3927_2006_complete_genome,Complete_Genome,DENV_1,NA,10486,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_DENFRAME
7660,263614731,GU131925,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3926_2006_complete_genome,Complete_Genome,DENV_1,NA,10482,Cambodia,KCH,2006,NA,Cambodia_KCH_cell_supernatant_2006_passage_history_C6_36_passage_number_unknown_cohort_population_DENFRAME
7661,263614699,GU131924,Dengue_virus_2_isolate_DENV_2_IPC_BID_V3922_2008_complete_genome,Complete_Genome,DENV_2,NA,10557,Cambodia,KAN,2008,NA,Cambodia_KAN_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_Dengue_Surveillance
7662,263614668,GU131923,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3918_2005_complete_genome,Complete_Genome,DENV_1,NA,10692,Cambodia,KCH,2005,NA,Cambodia_KCH_cell_supernatant_2005_passage_history_C6_36_passage_number_unknown_cohort_population_Dengue_Surveillance
7663,263614637,GU131922,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3917_2008_complete_genome,Complete_Genome,DENV_1,NA,10486,Cambodia,PHP,2008,NA,Cambodia_PHP_serum_2008_cohort_population_Dengue_Surveillance
7664,263614610,GU131921,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3914_2008_complete_genome,Complete_Genome,DENV_1,NA,10665,Cambodia,KAN,2008,NA,Cambodia_KAN_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_Dengue_Surveillance
7665,263614594,GU131920,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3913_2008_complete_genome,Complete_Genome,DENV_1,NA,10486,Cambodia,BTB,2008,NA,Cambodia_BTB_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_Dengue_Surveillance
7666,263614568,GU131919,Dengue_virus_1_isolate_DENV_1_IPC_BID_V3912_2008_complete_genome,Complete_Genome,DENV_1,NA,10486,Cambodia,KCH,2008,NA,Cambodia_KCH_cell_supernatant_2008_passage_history_C6_36_passage_number_unknown_cohort_population_Dengue_Surveillance
7667,263614538,GU131918,Dengue_virus_3_isolate_DENV_3_IPC_BID_V3833_2007_complete_genome,Complete_Genome,DENV_3,NA,10497,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_ICMMAPL
7668,263614515,GU131917,Dengue_virus_3_isolate_DENV_3_IPC_BID_V3832_2007_complete_genome,Complete_Genome,DENV_3,NA,10616,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_ICMMAPL
7669,263614480,GU131916,Dengue_virus_3_isolate_DENV_3_IPC_BID_V3831_2007_complete_genome,Complete_Genome,DENV_3,NA,10625,Cambodia,KCH,2007,NA,Cambodia_KCH_cell_supernatant_2007_passage_history_C6_36_passage_number_unknown_cohort_population_ICMMAPL
