Column,gi,N_Accesion,Title,Gene,Serotype,Genotype,Size_sequence,Country,Localization,Year,Month,Comments
8032,259496238,GQ868604,"Dengue virus 2 isolate DENV-2/NI/BID-V518/2005, complete genome",Complete Genome,Dengue virus 2,NA,10679,Nicaragua,Managua,2005,NA,Nicaragua: Managua|cell supernatant|2005|passage history: C6/36 1; cohort population: Hospital
8033,259496236,GQ868603,"Dengue virus 2 isolate DENV-2/VI/BID-V2946/1987, complete genome",Complete Genome,Dengue virus 2,NA,10666,Virgin Islands,Saint John,1987,NA,Virgin Islands: Saint John|cell supernatant|1987|passage history: C6/36 1; cohort population: CDC Reference Collection
8034,259496234,GQ868602,"Dengue virus 1 isolate DENV-1/PH/BID-V2940/2004, complete genome",Complete Genome,Dengue virus 1,NA,10677,Philippines,NA,2004,NA,Philippines|cell supernatant|2004|passage history: C6/36 4; cohort population: CDC Reference Collection
8035,259496232,GQ868601,"Dengue virus 1 isolate DENV-1/VG/BID-V2937/1985, complete genome",Complete Genome,Dengue virus 1,NA,10690,Virgin Islands,Tortola,1985,NA,British Virgin Islands: Tortola|cell supernatant|1985|passage history: C6/36 5; cohort population: CDC Reference Collection
8036,259496230,GQ868600,"Dengue virus 2 isolate DENV-2/PR/BID-V3367/1969, complete genome",Complete Genome,Dengue virus 2,NA,10636,Puerto Rico,NA,1969,NA,Puerto Rico|cell supernatant|1969|passage history: C6/36 1; cohort population: UMMS
8037,259496228,GQ868599,"Dengue virus 2 isolate DENV-2/VE/BID-V3366/1987, complete genome",Complete Genome,Dengue virus 2,NA,10668,Venezuela,NA,1987,Mar,Venezuela: Maracay|cell supernatant|1987|passage history: C6/36 1; cohort population: UMMS
8038,259496226,GQ868598,"Dengue virus 2 isolate DENV-2/VE/BID-V3365/1991, complete genome",Complete Genome,Dengue virus 2,NA,10678,Venezuela,NA,1991,NA,Venezuela|cell supernatant|1991|passage history: C6/36 10; cohort population: UMMS
8039,259496224,GQ868597,"Dengue virus 2 isolate DENV-2/VE/BID-V3364/1991, complete genome",Complete Genome,Dengue virus 2,NA,10678,Venezuela,NA,1991,NA,Venezuela|cell supernatant|1991|passage history: C6/36 7; cohort population: UMMS
8040,259496222,GQ868596,"Dengue virus 2 isolate DENV-2/VE/BID-V3363/1991, complete genome",Complete Genome,Dengue virus 2,NA,10667,Venezuela,NA,1991,NA,Venezuela|cell supernatant|1991|passage history: C6/36 4; cohort population: UMMS
8041,259496220,GQ868595,"Dengue virus 2 isolate DENV-2/VE/BID-V3362/1991, complete genome",Complete Genome,Dengue virus 2,NA,10678,Venezuela,NA,1991,NA,Venezuela|cell supernatant|1991|passage history: C6/36 2; cohort population: UMMS
8042,259496218,GQ868594,"Dengue virus 4 isolate DENV-4/PH/BID-V3361/1956, complete genome",Complete Genome,Dengue virus 4,NA,10607,Philippines,NA,1956,NA,Philippines|cell supernatant|1956|passage history: C6/36 1; cohort population: UMMS
8043,259496216,GQ868593,"Dengue virus 3 isolate DENV-3/TH/BID-V3360/1973, complete genome",Complete Genome,Dengue virus 3,NA,10663,Thailand,NA,1973,NA,Thailand|cell supernatant|1973|passage history: C6/36 10; cohort population: UMMS
8044,259496214,GQ868592,"Dengue virus 2 isolate DENV-2/CO/BID-V3358/1986, complete genome",Complete Genome,Dengue virus 2,NA,10667,Colombia,NA,1986,NA,Colombia|cell supernatant|1986|passage history: C6/36 3; cohort population: UMMS
8045,259496212,GQ868591,"Dengue virus 2 isolate DENV-2/TH/BID-V3357/1964, complete genome",Complete Genome,Dengue virus 2,NA,10678,Thailand,NA,1964,NA,Thailand|cell supernatant|1964|passage history: C6/36 1; cohort population: UMMS
8046,259496210,GQ868590,"Dengue virus 2 isolate DENV-2/MX/BID-V3356/1992, complete genome",Complete Genome,Dengue virus 2,NA,10668,Mexico,Sonora,1992,NA,Mexico: Sonora|cell supernatant|1992|passage history: C6/36 5; cohort population: UMMS
8047,259496208,GQ868589,"Dengue virus 2 isolate DENV-2/MX/BID-V3355/1983, complete genome",Complete Genome,Dengue virus 2,NA,10668,Mexico,NA,1983,NA,Mexico|cell supernatant|1983|passage history: C6/36 2; cohort population: UMMS
8048,259496206,GQ868588,"Dengue virus 2 isolate DENV-2/MX/BID-V3354/1983, complete genome",Complete Genome,Dengue virus 2,NA,10667,Mexico,NA,1983,NA,Mexico|cell supernatant|1983|passage history: C6/36 1; cohort population: UMMS
8049,259496204,GQ868587,"Dengue virus 3 isolate DENV-3/VE/BID-V2483/2007, complete genome",Complete Genome,Dengue virus 3,NA,10663,Venezuela,Aragua,2007,NA,Venezuela: Aragua|cell supernatant|2007|passage history: C6/36 1; cohort population: AR
8050,259496202,GQ868586,"Dengue virus 3 isolate DENV-3/VE/BID-V2481/2007, complete genome",Complete Genome,Dengue virus 3,NA,10663,Venezuela,Aragua,2007,NA,Venezuela: Aragua|cell supernatant|2007|passage history: C6/36 1; cohort population: AR
8051,259496200,GQ868551,"Dengue virus 2 isolate DENV-2/BR/BID-V3486/2008, complete genome",Complete Genome,Dengue virus 2,NA,10639,Brazil,Sao Paulo,2008,NA,Brazil: Sao Paulo|serum|2008|cohort population: RP-BR
8052,259496198,GQ868550,"Dengue virus 2 isolate DENV-2/BR/BID-V3483/2008, complete genome",Complete Genome,Dengue virus 2,NA,10669,Brazil,Sao Paulo,2008,NA,Brazil: Sao Paulo|serum|2008|cohort population: RP-BR
8053,259496196,GQ868549,"Dengue virus 2 isolate DENV-2/BR/BID-V3481/2008, complete genome",Complete Genome,Dengue virus 2,NA,10678,Brazil,Sao Paulo,2008,NA,Brazil: Sao Paulo|serum|2008|cohort population: RP-BR
8054,259496194,GQ868548,"Dengue virus 3 isolate DENV-3/BR/BID-V3463/2006, complete genome",Complete Genome,Dengue virus 3,NA,10663,Brazil,Sao Paulo,2006,NA,Brazil: Sao Paulo|serum|2006|cohort population: RP-BR
8055,259496192,GQ868547,"Dengue virus 3 isolate DENV-3/BR/BID-V3444/2006, complete genome",Complete Genome,Dengue virus 3,NA,10655,Brazil,Sao Paulo,2006,NA,Brazil: Sao Paulo|serum|2006|cohort population: RP-BR
8056,259496190,GQ868546,"Dengue virus 3 isolate DENV-3/BR/BID-V3431/2006, complete genome",Complete Genome,Dengue virus 3,NA,10663,Brazil,Sao Paulo,2006,NA,Brazil: Sao Paulo|serum|2006|cohort population: RP-BR
8057,259496188,GQ868545,"Dengue virus 2 isolate DENV-2/TH/BID-V3500/1996, complete genome",Complete Genome,Dengue virus 2,NA,10679,Thailand,Bangkok,1996,NA,Thailand: Bangkok|cell supernatant|1996|passage history: C6/36 6; cohort population: CDC Reference Collection
8058,259496186,GQ868544,"Dengue virus 2 isolate DENV-2/TH/BID-V3499/1996, complete genome",Complete Genome,Dengue virus 2,NA,10681,Thailand,Bangkok,1996,NA,Thailand: Bangkok|cell supernatant|1996|passage history: C6/36 4; cohort population: CDC Reference Collection
8059,259496184,GQ868543,"Dengue virus 2 isolate DENV-2/TH/BID-V3501/1995, complete genome",Complete Genome,Dengue virus 2,NA,10678,Thailand,Kamphaeng Phet,1995,NA,Thailand: Kamphaeng Phet|cell supernatant|1995|passage history: C6/36 4; cohort population: CDC Reference Collection
8060,259496182,GQ868542,"Dengue virus 2 isolate DENV-2/TH/BID-V3498/1994, complete genome",Complete Genome,Dengue virus 2,NA,10678,Thailand,Bangkok,1994,NA,Thailand: Bangkok|cell supernatant|1994|passage history: C6/36 4; cohort population: CDC Reference Collection
8061,259496180,GQ868541,"Dengue virus 2 isolate DENV-2/VE/BID-V3497/1991, complete genome",Complete Genome,Dengue virus 2,NA,10678,Venezuela,Aragua,1991,NA,Venezuela: Aragua|cell supernatant|1991|passage history: C6/36 4; cohort population: CDC Reference Collection
8062,259496178,GQ868540,"Dengue virus 2 isolate DENV-2/VE/BID-V3496/1990, complete genome",Complete Genome,Dengue virus 2,NA,10678,Venezuela,NA,1990,Mar,Venezuela: Maracay|cell supernatant|1990|passage history: C6/36 5; cohort population: CDC Reference Collection
8063,259496176,EU932688,"Dengue virus 3 isolate DENV-3/VE/BID-V1150/2007, complete genome",Complete Genome,Dengue virus 3,NA,10663,Venezuela,Aragua,2007,NA,Venezuela: Aragua|cell supernatant|2007|passage history: C6/36 1; cohort population: AR
8064,259496174,EU932687,"Dengue virus 3 isolate DENV-3/VE/BID-V1149/2007, complete genome",Complete Genome,Dengue virus 3,NA,10664,Venezuela,Aragua,2007,NA,Venezuela: Aragua|serum|2007|cohort population: AR
8065,239840469,GQ252678,"Dengue virus 3 isolate DENV-3/VE/BID-V2454/2001, complete genome",Complete Genome,Dengue virus 3,NA,10641,Venezuela,Aragua,2001,NA,Venezuela: Aragua|serum|2001|cohort population: AR
8066,239840467,GQ252677,"Dengue virus 2 isolate DENV-2/LK/BID-V2422/2004, complete genome",Complete Genome,Dengue virus 2,NA,10628,Sri Lanka,NA,2004,NA,Sri Lanka|cell supernatant|2004|passage history: C6/36 1; cohort population: UNC
8067,239840465,GQ252676,"Dengue virus 2 isolate DENV-2/LK/BID-V2421/2003, complete genome",Complete Genome,Dengue virus 2,NA,10629,Sri Lanka,NA,2003,NA,Sri Lanka|cell supernatant|2003|passage history: C6/36 1; cohort population: UNC
8068,239840463,GQ252675,"Dengue virus 4 isolate DENV-4/US/BID-V2432/1995, complete genome",Complete Genome,Dengue virus 4,NA,10591,Puerto Rico,NA,1995,NA,USA: Puerto Rico|cell supernatant|1995|passage history: C6/36 2; cohort population: Puerto Rico
8069,239840461,GQ252674,"Dengue virus 3 isolate DENV-3/LK/BID-V2409/1997, complete genome",Complete Genome,Dengue virus 3,NA,10682,Sri Lanka,Western Province,1997,NA,Sri Lanka: Western Province|cell supernatant|1997|passage history: C6/36 3; cohort population: UNC
8070,239840459,GQ199894,"Dengue virus 2 isolate DENV-2/MX/BID-V2959/2005, complete genome",Complete Genome,Dengue virus 2,NA,10669,Mexico,Hidalgo,2005,NA,Mexico: Hidalgo|cell supernatant|2005|passage history: C6/36 2; cohort population: CDC Reference Collection
8071,239840457,GQ199893,"Dengue virus 2 isolate DENV-2/MX/BID-V2954/2002, complete genome",Complete Genome,Dengue virus 2,NA,10679,Mexico,Oaxaca,2002,NA,Mexico: Oaxaca|cell supernatant|2002|passage history: C6/36 2; cohort population: CDC Reference Collection
8072,239840455,GQ199892,"Dengue virus 2 isolate DENV-2/JM/BID-V2963/2007, complete genome",Complete Genome,Dengue virus 2,NA,10750,Jamaica,NA,2007,NA,Jamaica|cell supernatant|2007|passage history: C6/36 3; cohort population: CDC Reference Collection
8073,239840453,GQ199891,"Dengue virus 3 isolate DENV-3/CO/BID-V2978/2001, complete genome",Complete Genome,Dengue virus 3,NA,10663,Colombia,Santander,2001,NA,Colombia: Santander|cell supernatant|2001|passage history: C6/36 2; cohort population: CDC Reference Collection
8074,239840451,GQ199890,"Dengue virus 2 isolate DENV-2/BR/BID-V2402/2008, complete genome",Complete Genome,Dengue virus 2,NA,10679,Brazil,Northern Brazil,2008,NA,Brazil: Northern|cell supernatant|2008|passage history: C6/36 2; cohort population: BR
8075,239840449,GQ199889,"Dengue virus 3 isolate DENV-3/LK/BID-V2410/1983, complete genome",Complete Genome,Dengue virus 3,NA,10645,Sri Lanka,Western Province,1983,NA,Sri Lanka: Western Province|cell supernatant|1983|passage history: C6/36 2; cohort population: UNC
8076,239840447,GQ199888,"Dengue virus 3 isolate DENV-3/LK/BID-V2407/1983, complete genome",Complete Genome,Dengue virus 3,NA,10663,Sri Lanka,Western Province,1983,NA,Sri Lanka: Western Province|cell supernatant|1983|passage history: C6/36 2; cohort population: UNC
8077,239840445,GQ199887,"Dengue virus 3 isolate DENV-3/LK/BID-V2405/1983, complete genome",Complete Genome,Dengue virus 3,NA,10663,Sri Lanka,Western Province,1983,NA,Sri Lanka: Western Province|cell supernatant|1983|passage history: C6/36 2; cohort population: UNC
8078,239840443,GQ199886,"Dengue virus 3 isolate DENV-3/NI/BID-V2419/1998, complete genome",Complete Genome,Dengue virus 3,NA,10646,Nicaragua,NA,1998,NA,Nicaragua|cell supernatant|1998|passage history: C6/36 2; cohort population: UNC
8079,239840441,GQ199898,"Dengue virus 2 isolate DENV-2/NI/BID-V3076/2001, complete genome",Complete Genome,Dengue virus 2,NA,10721,Nicaragua,Managua,2001,NA,Nicaragua: Managua|cell supernatant|2001|passage history: C6/36 1; cohort population: Archive
8080,239840439,GQ199897,"Dengue virus 2 isolate DENV-2/NI/BID-V2675/2002, complete genome",Complete Genome,Dengue virus 2,NA,10668,Nicaragua,Matagalpa,2002,NA,Nicaragua: Matagalpa|cell supernatant|2002|passage history: C6/36 1; cohort population: Archive
8081,239840437,GQ199896,"Dengue virus 2 isolate DENV-2/NI/BID-V2680/2006, complete genome",Complete Genome,Dengue virus 2,NA,10679,Nicaragua,Carazo,2006,NA,Nicaragua: Carazo|cell supernatant|2006|passage history: C6/36 1; cohort population: Routine
8082,239840435,GQ199895,"Dengue virus 2 isolate DENV-2/NI/BID-V2683/1999, complete genome",Complete Genome,Dengue virus 2,NA,10678,Nicaragua,Managua,1999,NA,Nicaragua: Managua|cell supernatant|1999|passage history: C6/36 1; cohort population: Archive
8083,239840433,GQ199901,"Dengue virus 2 isolate DENV-2/UMASS-Medical/BID-V2621/2008, complete genome",Complete Genome,Dengue virus 2,NA,10569,NA,NA,2008,NA,cell supernatant|2008|passage history: C6/36 1; cohort population: UMMS; experimental strain; mouse-adapted strain
8084,239840431,GQ199900,"Dengue virus 2 isolate DENV-2/UMASS-Medical/BID-V2620/2008, complete genome",Complete Genome,Dengue virus 2,NA,10538,NA,NA,2008,NA,cell supernatant|2008|passage history: C6/36 1; cohort population: UMMS; experimental strain; mouse-adapted strain
8085,239840429,GQ199899,"Dengue virus 2 isolate DENV-2/UMASS-Medical/BID-V2619/2008, complete genome",Complete Genome,Dengue virus 2,NA,10570,NA,NA,2008,NA,cell supernatant|2008|passage history: C6/36 1; cohort population: UMMS; experimental strain; mouse-adapted strain
8086,239840427,GQ199885,"Dengue virus 4 isolate DENV-4/US/BID-V2439/1996, complete genome",Complete Genome,Dengue virus 4,NA,10590,Puerto Rico,NA,1996,NA,USA: Puerto Rico|cell supernatant|1996|passage history: C6/36 1; cohort population: Puerto Rico
8087,239840425,GQ199884,"Dengue virus 4 isolate DENV-4/US/BID-V2438/1996, complete genome",Complete Genome,Dengue virus 4,NA,10606,Puerto Rico,NA,1996,NA,USA: Puerto Rico|cell supernatant|1996|passage history: C6/36 2; cohort population: Puerto Rico
8088,239840423,GQ199883,"Dengue virus 4 isolate DENV-4/US/BID-V2437/1996, complete genome",Complete Genome,Dengue virus 4,NA,10606,Puerto Rico,NA,1996,NA,USA: Puerto Rico|cell supernatant|1996|passage history: C6/36 2; cohort population: Puerto Rico
8089,239840421,GQ199882,"Dengue virus 4 isolate DENV-4/US/BID-V2436/1996, complete genome",Complete Genome,Dengue virus 4,NA,10592,Puerto Rico,NA,1996,NA,USA: Puerto Rico|cell supernatant|1996|passage history: C6/36 2; cohort population: Puerto Rico
8090,239840419,GQ199881,"Dengue virus 4 isolate DENV-4/US/BID-V2435/1996, complete genome",Complete Genome,Dengue virus 4,NA,10590,Puerto Rico,NA,1996,NA,USA: Puerto Rico|cell supernatant|1996|passage history: C6/36 1; cohort population: Puerto Rico
8091,239840417,GQ199880,"Dengue virus 4 isolate DENV-4/US/BID-V2431/1995, complete genome",Complete Genome,Dengue virus 4,NA,10590,Puerto Rico,NA,1995,NA,USA: Puerto Rico|cell supernatant|1995|passage history: C6/36 2; cohort population: Puerto Rico
8092,239840415,GQ199879,"Dengue virus 4 isolate DENV-4/US/BID-V2430/1994, complete genome",Complete Genome,Dengue virus 4,NA,10593,Puerto Rico,NA,1994,NA,USA: Puerto Rico|cell supernatant|1994|passage history: C6/36 1; cohort population: Puerto Rico
8093,239840413,GQ199878,"Dengue virus 4 isolate DENV-4/US/BID-V2429/1994, complete genome",Complete Genome,Dengue virus 4,NA,10592,Puerto Rico,NA,1994,NA,USA: Puerto Rico|cell supernatant|1994|passage history: C6/36 1; cohort population: Puerto Rico
8094,239840411,GQ199877,"Dengue virus 1 isolate DENV-1/VE/BID-V2615/2007, complete genome",Complete Genome,Dengue virus 1,NA,10690,Venezuela,Merida,2007,NA,Venezuela: Merida|serum|2007|cohort population: ME
8095,239840409,GQ199876,"Dengue virus 4 isolate DENV-4/VE/BID-V2610/2007, complete genome",Complete Genome,Dengue virus 4,NA,10595,Venezuela,Merida,2007,NA,Venezuela: Merida|serum|2007|cohort population: ME
8096,239840407,GQ199875,"Dengue virus 1 isolate DENV-1/NI/BID-V669/2004, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2004,NA,Nicaragua: Managua|cell supernatant|2004|passage history: C6/36 1; cohort population: PDVI NI
8097,239840405,GQ199874,"Dengue virus 2 isolate DENV-2/NI/BID-V668/2004, complete genome",Complete Genome,Dengue virus 2,NA,10667,Nicaragua,Managua,2004,NA,Nicaragua: Managua|cell supernatant|2004|passage history: C6/36 1; cohort population: PDVI NI
8098,239840403,GQ199873,"Dengue virus 1 isolate DENV-1/NI/BID-V664/2004, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2004,NA,Nicaragua: Managua|cell supernatant|2004|passage history: C6/36 1; cohort population: PDVI NI
8099,239840401,GQ199872,"Dengue virus 1 isolate DENV-1/NI/BID-V617/2004, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2004,NA,Nicaragua: Managua|cell supernatant|2004|passage history: C6/36 1; cohort population: PDVI NI
8100,239840399,GQ199871,"Dengue virus 3 isolate DENV-3/NI/BID-V3073/2008, complete genome",Complete Genome,Dengue virus 3,NA,10637,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: PDVI NI
8101,239840397,GQ199870,"Dengue virus 3 isolate DENV-3/NI/BID-V3072/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: PDVI NI
8102,239840395,GQ199869,"Dengue virus 2 isolate DENV-2/NI/BID-V3002/2007, complete genome",Complete Genome,Dengue virus 2,NA,10680,Nicaragua,Managua,2007,NA,Nicaragua: Managua|cell supernatant|2007|passage history: C6/36 1; cohort population: PDVI NI
8103,239840393,GQ199868,"Dengue virus 2 isolate DENV-2/NI/BID-V2996/2007, complete genome",Complete Genome,Dengue virus 2,NA,10679,Nicaragua,Managua,2007,NA,Nicaragua: Managua|cell supernatant|2007|passage history: C6/36 1; cohort population: Cluster
8104,239840391,GQ199867,"Dengue virus 1 isolate DENV-1/NI/BID-V2642/2004, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2004,NA,Nicaragua: Managua|cell supernatant|2004|passage history: C6/36 1; cohort population: PDVI NI
8105,239840389,GQ199866,"Dengue virus 2 isolate DENV-2/NI/BID-V2427/2007, complete genome",Complete Genome,Dengue virus 2,NA,10670,Nicaragua,Managua,2007,NA,Nicaragua: Managua|cell supernatant|2007|passage history: C6/36 1; cohort population: Cluster
8106,239840387,GQ199865,"Dengue virus 3 isolate DENV-3/NI/BID-V3069/2009, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: Hospital
8107,239840385,GQ199864,"Dengue virus 3 isolate DENV-3/NI/BID-V3068/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8108,239840383,GQ199863,"Dengue virus 3 isolate DENV-3/NI/BID-V3066/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8109,239840381,GQ199862,"Dengue virus 3 isolate DENV-3/NI/BID-V3059/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8110,239840379,GQ199861,"Dengue virus 3 isolate DENV-3/NI/BID-V3057/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8111,239840377,GQ199860,"Dengue virus 3 isolate DENV-3/NI/BID-V3055/2008, complete genome",Complete Genome,Dengue virus 3,NA,10652,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8112,239840375,GQ199859,"Dengue virus 1 isolate DENV-1/NI/BID-V2652/2008, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8113,239840373,GQ199858,"Dengue virus 1 isolate DENV-1/NI/BID-V2646/2008, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8114,239840371,GQ199857,"Dengue virus 1 isolate DENV-1/NI/BID-V2645/2008, complete genome",Complete Genome,Dengue virus 1,NA,10690,Nicaragua,Managua,2008,NA,Nicaragua: Managua|cell supernatant|2008|passage history: C6/36 1; cohort population: Hospital
8115,239840369,GQ199856,"Dengue virus 1 isolate DENV-1/VN/BID-V2913/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8116,239840367,GQ199855,"Dengue virus 1 isolate DENV-1/VN/BID-V2902/2006, complete genome",Complete Genome,Dengue virus 1,NA,10688,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8117,239840365,GQ199854,"Dengue virus 1 isolate DENV-1/VN/BID-V2898/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8118,239840363,GQ199853,"Dengue virus 1 isolate DENV-1/VN/BID-V2897/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8119,239840361,GQ199852,"Dengue virus 1 isolate DENV-1/VN/BID-V2893/2006, complete genome",Complete Genome,Dengue virus 1,NA,10689,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8120,239840359,GQ199851,"Dengue virus 1 isolate DENV-1/VN/BID-V2890/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8121,239840357,GQ199850,"Dengue virus 1 isolate DENV-1/VN/BID-V2887/2006, complete genome",Complete Genome,Dengue virus 1,NA,10689,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8122,239840355,GQ199849,"Dengue virus 1 isolate DENV-1/VN/BID-V2886/2006, complete genome",Complete Genome,Dengue virus 1,NA,10673,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8123,239840353,GQ199848,"Dengue virus 1 isolate DENV-1/VN/BID-V2885/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8124,239840351,GQ199847,"Dengue virus 1 isolate DENV-1/VN/BID-V2884/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8125,239840349,GQ199846,"Dengue virus 1 isolate DENV-1/VN/BID-V2883/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8126,239840347,GQ199845,"Dengue virus 1 isolate DENV-1/VN/BID-V2881/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8127,239840345,GQ199844,"Dengue virus 1 isolate DENV-1/VN/BID-V2880/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8128,239840343,GQ199843,"Dengue virus 1 isolate DENV-1/VN/BID-V2878/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8129,239840341,GQ199842,"Dengue virus 1 isolate DENV-1/VN/BID-V2875/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8130,239840339,GQ199841,"Dengue virus 1 isolate DENV-1/VN/BID-V2874/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8131,239840337,GQ199840,"Dengue virus 1 isolate DENV-1/VN/BID-V2870/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8132,239840335,GQ199839,"Dengue virus 1 isolate DENV-1/VN/BID-V2859/2006, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2006,NA,Viet Nam: South|plasma|2006|cohort population: MD
8133,239840333,GQ199838,"Dengue virus 1 isolate DENV-1/VN/BID-V2857/2005, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2005,NA,Viet Nam: South|plasma|2005|cohort population: MD
8134,239840331,GQ199837,"Dengue virus 1 isolate DENV-1/VN/BID-V2846/2005, complete genome",Complete Genome,Dengue virus 1,NA,10684,Viet Nam,South Viet Nam,2005,NA,Viet Nam: South|plasma|2005|cohort population: MD
8135,239840329,GQ199836,"Dengue virus 1 isolate DENV-1/VN/BID-V2845/2005, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2005,NA,Viet Nam: South|plasma|2005|cohort population: MD
8136,239840327,GQ199835,"Dengue virus 1 isolate DENV-1/VN/BID-V2840/2005, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2005,NA,Viet Nam: South|plasma|2005|cohort population: MD
8137,239840325,GQ199834,"Dengue virus 1 isolate DENV-1/VN/BID-V2839/2005, complete genome",Complete Genome,Dengue virus 1,NA,10677,Viet Nam,South Viet Nam,2005,NA,Viet Nam: South|plasma|2005|cohort population: MD
8138,239840323,GQ199833,"Dengue virus 1 isolate DENV-1/VN/BID-V2837/2004, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2004,NA,Viet Nam: South|plasma|2004|cohort population: MD
8139,239840321,GQ199832,"Dengue virus 1 isolate DENV-1/VN/BID-V2834/2003, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2003,NA,Viet Nam: South|plasma|2003|cohort population: MD
8140,239840319,GQ199831,"Dengue virus 1 isolate DENV-1/VN/BID-V2833/2003, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2003,NA,Viet Nam: South|plasma|2003|cohort population: MD
8141,239840317,GQ199830,"Dengue virus 1 isolate DENV-1/VN/BID-V2830/2003, complete genome",Complete Genome,Dengue virus 1,NA,10690,Viet Nam,South Viet Nam,2003,NA,Viet Nam: South|plasma|2003|cohort population: MD
